brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,depth,width,features/0/description,features/1/description
ASUS,K3502ZA-DS51,1.0,1.0,899.99,USD,9.0,14.0,Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,"Smart Octa-core (8 Core) processing performance. Intel Turbo Boost Technology delivers dynamic extra power when you need it, while increasing energy efficiency when you don't."
Lenovo,21HK0006US,,,1699.99,USD,10.06,0.81,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
ASUS,GU605MY-G16.U94090,,,3299.99,USD,13.97,9.72,"Game, create, turn up the volume with family and friends - Windows 11 is the place for it all. With a fresh new feel and tools that make it easier to be efficient, it has whatever you need for what's next.","Meet Copilot in Windows – your AI-powered assistant for quick answers, creative inspiration, and focused tasks. Boost productivity with fast answers, image generation, and more. Elevate your Windows 11 experience and unleash creativity!"
Dell,NYW3Y,,,1089.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Dell,3RVDT,,,2619.99,USD,10.0,15.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
Dell,KPYT2,,,1699.99,USD,8.0,11.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
ASUS,H7604JI-DS96T,3.6,14.0,,USD,10.67,14.02,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","3200 x 2000 OLED 16:10 aspect ratio with 120Hz refresh rate, 100% DCI-P3 color gamut, PANTONE Validated, TÜV Rheinland-certified with 4096 pressure-level MPP 2.0 stylus support (Stulys included with purchase)"
Dell,3GCR6,1.0,1.0,4489.99,USD,10.0,15.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
Microsoft,GSRF 5W6-00001,,,1079.99,USD,9.6,13.4,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.","With Windows Ink compatible computers, you can take notes on-screen, mark up photos and screen shots, or create content through Ink enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more ›</a>"
Microsoft,GSRF VEF-00001,,,1239.99,USD,8.79,12.1,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.",Natural finger-touch navigation makes the most of Windows 8. Its 2256 x 1504 resolution boasts impressive color and clarity. Energy-efficient LED backlight.
Lenovo,21KK000EUS,5.0,1.0,859.99,USD,9.98,14.01,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Dell,W6KXD,,,1059.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Dell,,3.3,33.0,172.99,USD,,,"This laptop is lightning fast, using an Intel Atom x5-Z8500 1.4 GHz processor.",Access up to 64 GB storage quickly and efficiently with 4 GB of Ram.
ASUS,M1505YA-ES74,4.6,7.0,749.99,USD,9.0,14.0,Windows 11 Home OS smartly manages your hardware and runs routine applications efficiently.,With NanoEdge Display Screen Technology. The 1920 x 1080 resolution boasts impressive color and clarity.
LG,GSRF 14Z90P-K.AAW5U1,,,1079.99,USD,8.47,12.34,,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC."
Lenovo,THINKPAD-C13-8-128,,,329.99,USD,,,,
Thomson,WWZ313Q8508T256,5.0,1.0,,USD,,,"Instantly switchs on thanks to the connected standby mode.  Applications, messages and emails are always up to date, just like your mobile phone.","Wherever you are, benefit of a powerful internet experience with the 4G LTE mode and the AC Wi-Fi connectivity. Get an instant notification when a message or email arrives even if the device is idle."
Razer,RZ09-0484REH3-R3U1,3.8,4.0,,USD,10.84,15.71,"Get the workspace you need to truly create with a high resolution QHD+ (2560x1600) display featuring 100% DCI-P3 color space, and play on another level with ultra-fast refresh rates for silky-smooth gameplay","The RTX 40 Series Laptop GPUs power the world’s fastest laptops for gamers and creators, are built to bring a quantum leap in performance with AI-powered DLSS 3 and enable lifelike virtual worlds with full ray tracing"
Lenovo,21JR0017US,,,879.99,USD,8.63,0.71,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Microsoft,GSRF VGY-00001,3.6,5.0,764.99,USD,8.79,12.1,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.",Natural finger-touch navigation makes the most of Windows 8. Its 2256 x 1504 resolution boasts impressive color and clarity. Energy-efficient LED backlight.
Acer,PH18-71-94F1,3.8,16.0,2499.99,USD,12.27,15.94,"Windows 11 was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","At 18” with a 16:10 aspect ratio, the pristine WQXGA (2560 x 1600) Mini-LED panel has a fast 250Hz refresh rate, NVIDIA Advanced Optimus & NVIDIA G-SYNC technology, 3ms Overdrive response time, HDR mode of 1000 nits and DCI-P3 100%."
Lenovo,21KH000FUS,,,929.99,USD,18.0,11.5,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Lenovo,82R9000SUS,,,379.99,USD,8.85,12.32,8GB Soldered LPDDR4x-4266,256GB SSD M.2 2242 PCIe 3.0x4 NVMe storage
Acer,SFX16-61G-R4J6,3.0,2.0,1599.99,USD,9.81,14.02,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","A standout 16” 3.2K OLED display, with cinema-grade 100% DCI-P3 color gamut support, 120Hz refresh, 1ms response time & brilliant 400nits peak brightness, providing a sensational range of lifelike colors. Certified True Black HDR500 display offers deeper blacks & brighter whites."
Acer,NH.QEWAA.001,4.0,1.0,981.99,USD,,,Equipped with a powerful Intel Core i7 i7-11800H 2.30 GHz processor.,You're totally covered with 512 GB  of storage space.
Dell,JCJH4,,,3969.99,USD,10.2,14.0,The Windows 11 Pro operating system offers powerful platform to efficiently run routine applications.,1920x1200 resolution showcases your games and HD movies with impressive color and clarity.
Lenovo,21KJ0009US,,,769.99,USD,19.7,12.5,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Dell,2R2W8,,,1529.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity
HP,840 G6,,,645.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.
ASUS,K5404VA-DS96,5.0,5.0,,USD,8.89,12.71,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","16:10 aspect ratio, 2880 by 1800 resolution, Three-sided NanoEdge 87% screen-to-body ratio, 0.2 ms response time, 100% DCI-P3 color gamut, PANTONE Validated, 500 nits peak brightness"
HP,ZBook Studio G5,5.0,1.0,889.99,USD,,,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity.
